name,online_order,book_table,rating,votes,approx_cost,rest_type,location,type
Jaisalmer,No,No,3.7,57,700,Casual Dining,St. Marks Road,Dine-out
Hashtag Cafe,No,No,2.8,46,700,Cafe,Brigade Road,Dine-out
Sunehri,No,No,3.8,67,500,Casual Dining,Richmond Road,Dine-out
Page 3 Multicuisine Restaurant & Bar,No,No,3.5,14,800,Bar,Residency Road,Dine-out
Masala Kitchen,No,No,3,4,700,Casual Dining,Brigade Road,Dine-out
Ottimo - ITC Gardenia,No,Yes,4.3,165,3000,Fine Dining,Richmond Road,Dine-out
Bazaar- Zone By The Park,No,Yes,3.8,52,1100,Casual Dining,Infantry Road,Dine-out
Hotel Shangrila,No,No,3.7,125,600,Casual Dining,Brigade Road,Dine-out
Nawab's Kolkatta Roll,No,No,3.4,5,150,Kiosk,Brigade Road,Dine-out
Shan Restaurant,Yes,No,3,20,400,Quick Bites,Brigade Road,Dine-out
Hatti Punjab Di,Yes,No,2.8,20,550,Casual Dining,Brigade Road,Dine-out
Stir Fry,No,No,4,209,500,Casual Dining,Residency Road,Dine-out
MM Bar & Restaurant,No,No,3.6,11,700,Bar,Shivajinagar,Dine-out
Coco Grove Beer Cafe,No,No,3.8,151,800,Casual Dining,Church Street,Dine-out
Bread and Circus,No,No,3.7,50,550,Cafe,Shanti Nagar,Dine-out
Baahubelly,No,No,3.7,68,500,Casual Dining,Brigade Road,Dine-out
Smokie Brownie,No,No,3.2,7,600,Cafe,Brigade Road,Dine-out
Nandhini Paradise,No,Yes,3.6,278,800,"Casual Dining, Bar",St. Marks Road,Dine-out
Aathithya,No,No,3.1,16,1100,Casual Dining,Infantry Road,Dine-out
The Lounge - The Chancery Pavilion,No,No,3.7,34,2000,Casual Dining,Residency Road,Dine-out
VT Sindhur Veg,No,No,3.3,13,600,Casual Dining,Richmond Road,Dine-out
Monarch,No,No,3.5,10,700,Casual Dining,Brigade Road,Dine-out
Hotel Green Tara,No,No,3.9,42,500,Casual Dining,Brigade Road,Dine-out
Nagashree's,No,No,2.9,46,550,Casual Dining,Shanti Nagar,Dine-out
Mughals Restaurant,No,No,3.1,17,550,Casual Dining,Shivajinagar,Dine-out
Daivik,No,No,3.3,6,650,Casual Dining,Race Course Road,Dine-out
Norsha Caffe,No,No,3.3,6,400,Cafe,Commercial Street,Dine-out
By Chance,No,Yes,0,0,1100,"Pub, Casual Dining",Brigade Road,Dine-out
No 10 Fort Cochin,Yes,Yes,3.8,195,800,Casual Dining,St. Marks Road,Dine-out
Unicorn Bar & Restaurant,No,No,3.9,119,800,"Casual Dining, Bar",Infantry Road,Dine-out
Murugan Mess,No,No,3.3,7,150,Mess,Shivajinagar,Dine-out
Luscious - St. Mark's Hotel,No,No,3.7,11,1200,Lounge,St. Marks Road,Dine-out
Spice It,No,No,3.8,52,1200,Casual Dining,Richmond Road,Dine-out
Lifetree Caf,No,No,3.4,10,700,Casual Dining,Richmond Road,Dine-out
The Perfect Stop,No,No,3.5,11,300,Quick Bites,Shanti Nagar,Dine-out
Biryani Paradise,No,No,3.4,6,400,Quick Bites,Shanti Nagar,Dine-out
Petoo,No,No,3.7,32,800,Casual Dining,Commercial Street,Dine-out
The Whiskey Bar,No,Yes,3.7,44,2800,Bar,Race Course Road,Dine-out
Taste Of Kerala,No,No,2.3,48,600,Casual Dining,Residency Road,Dine-out
Strawberry Moon,No,No,3.4,5,1500,"Casual Dining, Bar",Race Course Road,Dine-out
The Charlton Bar,No,No,3.3,4,1000,Bar,Residency Road,Dine-out
New Kohinoor Hotel,No,No,3.2,9,450,Casual Dining,Commercial Street,Dine-out
Mallige,No,No,3.2,5,700,Casual Dining,Race Course Road,Dine-out
Amnesia - The Poolside Bar,No,No,3.7,15,2000,"Casual Dining, Bar",Residency Road,Dine-out
RR Catering,No,No,3.4,10,350,Quick Bites,MG Road,Dine-out
Dasaprakash Cafe,No,No,3.2,10,400,Cafe,MG Road,Dine-out
Lotus Royal Cuisine,No,No,3.3,13,750,Casual Dining,Residency Road,Dine-out
Grill 99 - The Ritz-Carlton,No,No,3.4,12,4000,Fine Dining,Residency Road,Dine-out
Green Paprika,No,No,3.3,7,1000,Casual Dining,Church Street,Dine-out
The Bao Belly,No,No,3.3,9,400,Cafe,Residency Road,Dine-out
37 China Town,No,No,3.5,58,900,Casual Dining,Race Course Road,Dine-out
The Chevron Brigade,No,No,3.3,4,1200,Casual Dining,Brigade Road,Dine-out
Bhartiya Jalpan,No,No,0,0,700,Casual Dining,Commercial Street,Dine-out
Malabar Kitchen,Yes,No,3.2,5,300,Quick Bites,Commercial Street,Dine-out
Vinny's,Yes,No,3.9,212,800,Casual Dining,Brigade Road,Dine-out
The Coffee Bean & Tea Leaf,Yes,No,3.8,261,700,Cafe,MG Road,Dine-out
C Sharp Kitchen,Yes,No,3.6,53,600,Casual Dining,Church Street,Dine-out
Eatato Snack Bar,No,No,3.3,11,400,Quick Bites,Brigade Road,Dine-out
Casa Express,No,No,2.6,26,400,Quick Bites,Residency Road,Dine-out
Italia - The Park Bangalore,No,No,3.7,82,2500,Fine Dining,MG Road,Dine-out
Meenu Oota Da Maane,Yes,No,3.1,23,700,Casual Dining,Brigade Road,Dine-out
Tea and Wine Lounge,No,No,3.6,12,800,Cafe,Race Course Road,Dine-out
Kamat's Palate Korner,No,No,4.1,121,600,Casual Dining,Richmond Road,Dine-out
Mamma Mexicana,Yes,Yes,2.2,409,1000,Casual Dining,MG Road,Dine-out
Dunkin' Donuts,Yes,No,4,1084,550,"Quick Bites, Dessert Parlor",Brigade Road,Dine-out
Siddiqu Kabab Center,No,No,4.4,178,250,Quick Bites,Richmond Road,Dine-out
The Bundle Co.,Yes,No,4.4,227,700,Quick Bites,MG Road,Dine-out
Khazana Food Paradise,No,No,4.1,362,400,Quick Bites,Richmond Road,Dine-out
Bhagatram Sweets,No,No,3.4,225,300,Quick Bites,Commercial Street,Dine-out
Mandarin Box,No,No,3.9,84,500,Quick Bites,Church Street,Dine-out
99 Pancakes,Yes,No,4.1,45,300,Dessert Parlor,Church Street,Dine-out
Siddappa Hotel,No,No,4.1,274,150,Quick Bites,Richmond Road,Dine-out
Lakeview Milkbar,No,No,4,1460,450,"Dessert Parlor, Cafe",MG Road,Dine-out
Taco Bell,Yes,No,3.9,35,600,Quick Bites,Brigade Road,Dine-out
eat.fit,Yes,Yes,4.1,106,300,Quick Bites,Church Street,Dine-out
Leon Grill,Yes,No,4.3,288,500,Quick Bites,St. Marks Road,Dine-out
Kentacky Chicken Corner,No,No,4,106,300,Quick Bites,Richmond Road,Dine-out
Northern Route,Yes,No,4.1,161,300,Quick Bites,St. Marks Road,Dine-out
Juice Junction,Yes,No,4,101,150,Quick Bites,St. Marks Road,Dine-out
Nisarga Garden,No,No,4,90,300,Quick Bites,Infantry Road,Dine-out
Chetty's Coffee,Yes,No,3.8,18,200,Quick Bites,MG Road,Dine-out
KFC,Yes,No,3.8,199,450,Quick Bites,Brigade Road,Dine-out
The Chocolate Heaven,Yes,No,0,0,600,"Dessert Parlor, Cafe",Commercial Street,Dine-out
Sri Saravana Bhavan,No,No,3.9,77,150,Quick Bites,Commercial Street,Dine-out
Koshy's,No,No,3.6,53,300,"Bakery, Quick Bites",Richmond Road,Dine-out
Gangotree,No,No,3.8,51,150,Quick Bites,Race Course Road,Dine-out
Burger King,Yes,No,3.9,653,600,Quick Bites,Commercial Street,Dine-out
Hotel Fanoos,Yes,No,4,789,400,Quick Bites,Richmond Road,Dine-out
Desi Vdesi,Yes,No,3.9,113,250,Quick Bites,Shanti Nagar,Dine-out
Little White Kitchen,Yes,No,3.8,19,200,Quick Bites,Brigade Road,Dine-out
Haji Ali Juice Centre,Yes,No,4.1,79,350,"Quick Bites, Beverage Shop",Commercial Street,Dine-out
Domino's Pizza,Yes,No,3.8,122,400,Quick Bites,MG Road,Dine-out
Sri Udupi Park,Yes,No,3.8,106,200,Quick Bites,Residency Road,Dine-out
Kabab Souq,Yes,No,3.6,112,500,Quick Bites,Richmond Road,Dine-out
New Kudla Family Resturant,Yes,No,3.2,5,450,Quick Bites,MG Road,Dine-out
Chickpet Donne Biryani House,Yes,No,3.7,49,250,Quick Bites,Commercial Street,Dine-out
KKR FOODIES,Yes,Yes,3.2,60,400,Quick Bites,St. Marks Road,Dine-out
Munchies,Yes,No,3.9,65,250,"Quick Bites, Bakery",Brigade Road,Dine-out
Vishnu Sagar,No,No,3,33,400,Quick Bites,Commercial Street,Dine-out
McDonald's,No,No,2.8,93,500,Quick Bites,Commercial Street,Dine-out
Taste Of Tibet,No,No,4.1,341,300,Quick Bites,Brigade Road,Dine-out
SGS Non Veg - Gundu Pulav,Yes,No,3.9,56,400,Quick Bites,St. Marks Road,Dine-out
Masala Oota,Yes,No,3.6,79,500,Quick Bites,Residency Road,Dine-out
Fatima Bakery,No,No,3.7,14,300,"Bakery, Quick Bites",Richmond Road,Dine-out
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,3.6,26,300,Quick Bites,Shivajinagar,Dine-out
Mel's Korner,No,No,3.7,95,500,Quick Bites,Church Street,Dine-out
WOW! Momo,Yes,No,3.6,124,400,"Food Court, Quick Bites",Brigade Road,Dine-out
Hotel Ajantha,No,No,3.9,76,200,Quick Bites,MG Road,Dine-out
Deccan Spices,No,No,3.7,24,500,Quick Bites,Richmond Road,Dine-out
Goli Vada Pav No. 1,No,No,3.6,19,200,Quick Bites,Residency Road,Dine-out
Yomama!!,No,No,3.6,8,800,Quick Bites,Brigade Road,Dine-out
Just Bake,Yes,No,3.5,33,400,"Bakery, Quick Bites",Shanti Nagar,Dine-out
Yauatcha Ptisserie,Yes,No,3.9,58,600,Dessert Parlor,MG Road,Dine-out
Adda,No,No,3.3,5,300,Quick Bites,Shanti Nagar,Dine-out
Donne Biryani House,Yes,No,3.4,70,400,Quick Bites,Residency Road,Dine-out
Kabab Nation Corner,Yes,No,3.5,75,500,Quick Bites,Brigade Road,Dine-out
Shilpa Veg,No,No,3.6,37,250,Quick Bites,Shivajinagar,Dine-out
New Udupi Upahar,No,No,3.1,7,300,Quick Bites,Richmond Road,Dine-out
Aaha Andhra,No,No,3.6,16,900,Food Court,Brigade Road,Dine-out
Kerala Kitchen,No,No,3.1,32,200,Quick Bites,Brigade Road,Dine-out
Donne Biriyani Mane,Yes,No,3.4,63,400,Quick Bites,Church Street,Dine-out
Platter,Yes,No,2.9,25,300,Quick Bites,Residency Road,Dine-out
Hushy's Kitchen,Yes,No,3.5,58,300,Quick Bites,Shanti Nagar,Dine-out
Kaati Zone,Yes,No,3,165,350,Quick Bites,Church Street,Dine-out
Foody's,Yes,No,3.8,169,250,Quick Bites,Shanti Nagar,Dine-out
Firewood Biryani,Yes,No,3.9,456,400,Quick Bites,Residency Road,Dine-out
Hotel Metropole,No,No,2.9,18,400,Quick Bites,Shivajinagar,Dine-out
Ultra Biriyani Paradise,No,No,3.3,9,300,Quick Bites,Shanti Nagar,Dine-out
The Grand Taj,Yes,No,3.3,37,350,Quick Bites,Shivajinagar,Dine-out
Faasos,Yes,No,3.9,252,500,Quick Bites,Residency Road,Dine-out
Vasudev Adiga's,No,No,3.4,60,250,Quick Bites,Church Street,Dine-out
Juice Shop,No,No,3.3,11,200,Quick Bites,Brigade Road,Dine-out
Durga Sagar,Yes,No,3.4,9,150,Quick Bites,Shanti Nagar,Dine-out
Ram Prasad Veg,No,No,3.7,15,150,Quick Bites,Shivajinagar,Dine-out
North Indian Hotel,No,No,3.4,11,200,Quick Bites,Shivajinagar,Dine-out
Hotel Ramprasad,Yes,No,4.2,94,300,Quick Bites,Brigade Road,Dine-out
Indira Darshini,Yes,No,3.5,21,200,Quick Bites,Infantry Road,Dine-out
Gundappa Donne Biryani,No,No,3.7,163,300,Quick Bites,St. Marks Road,Dine-out
Royal Restaurant,No,No,3.2,7,200,Quick Bites,Shivajinagar,Dine-out
Khan Saheb Grills and Rolls,Yes,No,3.4,25,350,Quick Bites,Langford Town,Dine-out
Chilli Chicken,Yes,No,3.1,7,500,Quick Bites,Brigade Road,Dine-out
Roll Er Dokaan,Yes,No,3.3,19,300,Quick Bites,Brigade Road,Dine-out
Chaitanya Veg,Yes,No,3.2,5,300,Quick Bites,Shivajinagar,Dine-out
Baskin Robbins,Yes,No,3.7,24,250,Dessert Parlor,Brigade Road,Dine-out
New Arya Bhavan,No,No,3.1,23,300,Quick Bites,MG Road,Dine-out
Bettaiah Military Hotel,No,No,3.3,4,250,Quick Bites,Shanti Nagar,Dine-out
Home Treat,No,No,3.1,7,150,Quick Bites,Brigade Road,Dine-out
Sri Rama,No,No,3.2,4,200,Quick Bites,Shivajinagar,Dine-out
Bhaiyaji Food Court,No,No,3.3,6,300,Quick Bites,MG Road,Dine-out
Tibbs Frankie,No,No,3,22,200,Quick Bites,St. Marks Road,Dine-out
K V Canteen,No,No,3.5,17,100,Quick Bites,Commercial Street,Dine-out
Cool Joint,No,No,3.6,25,250,Quick Bites,Commercial Street,Dine-out
Rolls On Wheels,No,No,3.5,45,300,Quick Bites,Brigade Road,Dine-out
Vyshali Food Corner,No,No,3.6,13,400,Quick Bites,Shanti Nagar,Dine-out
Delhi Bhavan,No,No,3.3,11,150,Quick Bites,Commercial Street,Dine-out
Hotel Kanchan's Fish & Chicken,Yes,No,3.3,4,400,Quick Bites,Shivajinagar,Dine-out
Mr. Anbu'g Ambur Biryani,No,No,3.2,4,300,Quick Bites,Richmond Road,Dine-out
R S Lunch Home,No,No,3.4,11,300,Quick Bites,Shanti Nagar,Dine-out
Donne Biryani,No,No,3.2,11,200,Quick Bites,Shanti Nagar,Dine-out
Hatti Punjab Di,No,No,3.4,8,450,Quick Bites,Brigade Road,Dine-out
Sri Udupi Grand,No,No,3.2,9,350,Quick Bites,Shanti Nagar,Dine-out
Ambur Hot Dum Biryani,No,No,3.1,6,250,Quick Bites,Shanti Nagar,Dine-out
Gowdara Naati Mane,No,No,3.4,7,500,Quick Bites,Residency Road,Dine-out
Kanis Kitchen,No,No,3.6,14,250,Quick Bites,Shivajinagar,Dine-out
New Select Hotel,No,No,3.4,5,200,Quick Bites,Richmond Road,Dine-out
Hotel Ashoka,No,No,3.7,11,200,Quick Bites,Shivajinagar,Dine-out
Dine In,No,No,3.5,8,400,Quick Bites,Brigade Road,Dine-out
Bombay Food Express,No,No,3.7,18,250,Quick Bites,Shanti Nagar,Dine-out
Sagar Chats,No,No,3.8,38,300,Quick Bites,Commercial Street,Dine-out
Bangalore Bytes,Yes,No,3.5,121,300,Quick Bites,Brigade Road,Dine-out
The London Shakes,Yes,No,3.3,6,500,Quick Bites,Church Street,Dine-out
Tandoor Da Funda,No,No,3.6,15,350,Quick Bites,MG Road,Dine-out
Hotel Vinitha,No,No,3.2,5,150,Quick Bites,Shivajinagar,Dine-out
Sultan Shah's Restaurant,No,No,3.2,9,200,Quick Bites,Shivajinagar,Dine-out
Sattuani,No,No,3.5,10,250,Quick Bites,St. Marks Road,Dine-out
Shiv Sager,No,No,3,10,200,Food Court,Brigade Road,Dine-out
New A1 Chicken Biryani Point,No,No,3.1,6,300,Quick Bites,Shivajinagar,Dine-out
Chinese Corner,No,No,3.1,5,200,Quick Bites,Brigade Road,Dine-out
Caffe Maven,Yes,No,3.6,26,300,Quick Bites,Residency Road,Dine-out
Ramji Chaiwale,Yes,No,2.9,25,250,Quick Bites,Residency Road,Dine-out
Sweet Chariot Cafe,Yes,No,3.8,113,500,Dessert Parlor,Residency Road,Dine-out
MDP Coffee House,No,No,3.5,14,200,Quick Bites,Commercial Street,Dine-out
Shawarma Inc,Yes,No,3.1,28,250,Food Court,Brigade Road,Dine-out
Bharathi Dosa Camp,No,No,3.2,7,100,Quick Bites,Commercial Street,Dine-out
Galaxy 2 Restaurant,No,No,3.2,4,400,Quick Bites,Shivajinagar,Dine-out
Shiv Sagar,No,No,0,0,250,Food Court,Brigade Road,Dine-out
Ssaffron - Shangri-La Hotel,No,Yes,4.4,751,3000,"Fine Dining, Bar",Vasanth Nagar,Dine-out
Tiamo - Conrad Bengaluru,No,Yes,4.2,144,2500,Fine Dining,Ulsoor,Dine-out
Barbeque Nation,No,Yes,4.4,1081,1600,Casual Dining,Ulsoor,Dine-out
Millers 46,No,Yes,4.4,2275,1100,Casual Dining,Vasanth Nagar,Dine-out
Eden Park,Yes,Yes,4.1,629,1100,Casual Dining,Cunningham Road,Dine-out
La Brasserie - Le Meridien,No,Yes,4.1,309,4100,Fine Dining,Sankey Road,Dine-out
Hype - Shangri-La Hotel,No,Yes,4.4,374,3000,"Lounge, Bar",Vasanth Nagar,Dine-out
Naachiyar's,Yes,No,3.9,119,600,Casual Dining,Ulsoor,Dine-out
The Sugar Factory - Le Meridien,No,No,3.9,628,2000,Club,Sankey Road,Dine-out
Shang Palace - Shangri-La Hotel,No,Yes,4.2,344,2000,"Fine Dining, Bar",Vasanth Nagar,Dine-out
Carnival de Goa,Yes,Yes,4.2,984,1000,"Casual Dining, Bar",Ulsoor,Dine-out
Ente Keralam,Yes,No,4,1103,1300,Casual Dining,Ulsoor,Dine-out
The Culinarium,No,No,4,31,1100,"Cafe, Dessert Parlor",Vasanth Nagar,Dine-out
Dolci Desserts,Yes,No,4.3,657,750,"Cafe, Dessert Parlor",Cunningham Road,Dine-out
b CafShangri-La Hotel,No,Yes,4.3,429,3400,"Fine Dining, Bar",Vasanth Nagar,Dine-out
Cafe Kaara,No,No,4.3,164,750,Cafe,Ulsoor,Dine-out
Benjarong,Yes,No,4.2,860,1800,Casual Dining,Ulsoor,Dine-out
Mikusu - Conrad Bengaluru,No,Yes,4.1,81,3000,Fine Dining,Ulsoor,Dine-out
Skylit - Citrus Hotels,No,Yes,4.1,327,1300,Lounge,Cunningham Road,Dine-out
B Bhagat Tarachand,Yes,Yes,4.2,176,700,Casual Dining,City Market,Dine-out
Feast India Co.,Yes,No,4.2,136,1500,Casual Dining,Cunningham Road,Dine-out
Banjara Melting Pot,Yes,Yes,4.2,476,1700,Casual Dining,Cunningham Road,Dine-out
Step Right Up,Yes,No,4.1,159,300,Cafe,Vasanth Nagar,Dine-out
Slo' Food Co.2,No,Yes,3.8,48,2000,Casual Dining,Ulsoor,Dine-out
Shezan,Yes,No,4.1,398,600,Casual Dining,Cunningham Road,Dine-out
Yataii - Shangri-La Hotel,No,Yes,4.2,171,2300,Fine Dining,Vasanth Nagar,Dine-out
Infinitea Tea Room & Tea Store,Yes,Yes,4.3,864,1000,"Casual Dining, Cafe",Cunningham Road,Dine-out
Mudpipe Cafe,Yes,No,4.2,744,750,Cafe,Cunningham Road,Dine-out
Indian Durbar - Conrad Bengaluru,No,Yes,3.7,54,3000,Fine Dining,Ulsoor,Dine-out
Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,909,2000,Casual Dining,Ulsoor,Dine-out
Fat Buddha,Yes,Yes,4,457,1000,Casual Dining,Cunningham Road,Dine-out
Fishland,No,No,4.2,302,500,Casual Dining,Majestic,Dine-out
Caprese - Shangri-La Hotel,No,Yes,4.2,233,3000,Fine Dining,Vasanth Nagar,Dine-out
Watson's,No,No,4.1,493,1300,Pub,Vasanth Nagar,Dine-out
Mani's Dum Biryani,Yes,No,4,177,750,Casual Dining,Ulsoor,Dine-out
Ramana's,Yes,Yes,4,379,850,Casual Dining,Cunningham Road,Dine-out
Hotel Annapoorna,No,No,4.2,212,450,Quick Bites,Majestic,Dine-out
Red Lantern,Yes,No,3.7,160,700,Casual Dining,Cunningham Road,Dine-out
Cafe Cassia& Deli,No,No,4.2,116,1000,"Casual Dining, Cafe",Ulsoor,Dine-out
Chung's Chinese Corner,Yes,No,3.3,204,600,Casual Dining,Cunningham Road,Dine-out
Ta'aam,Yes,No,4.1,403,750,Casual Dining,Cunningham Road,Dine-out
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,1800,Casual Dining,Cunningham Road,Dine-out
Hotel Nisarga Grand,No,No,3.6,33,500,Casual Dining,City Market,Dine-out
Hotel Chandrika,Yes,No,3.8,208,400,Casual Dining,Cunningham Road,Dine-out
Chicken County,No,No,3.8,136,650,Casual Dining,Majestic,Dine-out
New Prashanth Naati Style,No,No,3.8,31,400,Quick Bites,Cunningham Road,Dine-out
Bangalore Masala House,Yes,No,4.1,257,500,Cafe,Vasanth Nagar,Dine-out
New Prashanth Hotel,Yes,No,3.7,50,750,Casual Dining,Majestic,Dine-out
Kamat Restaurant,Yes,No,3.6,31,400,Casual Dining,City Market,Dine-out
NV Naidu Hotel,No,No,3.9,39,250,Quick Bites,City Market,Dine-out
Taj Restaurant,No,No,3.8,68,400,Quick Bites,City Market,Dine-out
Sukh Sagar,No,No,3.8,254,500,Casual Dining,Majestic,Dine-out
Maratha Darshan,No,No,4,108,400,Quick Bites,Cunningham Road,Dine-out
Annapoorni Grand,No,No,3.9,82,450,Casual Dining,Majestic,Dine-out
Status Bar& Restaurant,No,No,3.3,4,1000,Bar,Majestic,Dine-out
Amruta,No,No,3.8,20,600,Casual Dining,Majestic,Dine-out
Lakshmi Natraja Refreshments,No,No,4.3,206,150,Quick Bites,Majestic,Dine-out
IDC Kitchen,No,No,4.1,60,200,Quick Bites,Majestic,Dine-out
Hotel Fine,Yes,No,3.5,25,450,Casual Dining,Vasanth Nagar,Dine-out
Beetle Juice Bar - Springs Hotel & Spa,No,Yes,3.7,64,2200,Bar,Basavanagudi,Dine-out
Hatti Kaapi,Yes,No,3.8,32,200,Quick Bites,Ulsoor,Dine-out
Chikkanna Tiffin Room,No,No,4.5,206,200,Quick Bites,City Market,Dine-out
Grand Spicy Restaurant,No,No,3.6,35,700,Casual Dining,Cunningham Road,Dine-out
Mudde Madappa Mess,No,No,4.1,91,150,Quick Bites,Majestic,Dine-out
The Green House Family Restaurant,No,No,3.2,13,700,"Casual Dining, Bar",Majestic,Dine-out
Ujwal Restaurant,Yes,No,3.9,134,700,Casual Dining,Vasanth Nagar,Dine-out
Swasthaa,No,No,3.5,5,600,Casual Dining,Sanjay Nagar,Dine-out
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.1,99,2400,Lounge,Ulsoor,Dine-out
MG's Fine Dining & Bar - Springs Hotel & Spa,No,Yes,3.8,21,800,Casual Dining,Basavanagudi,Dine-out
Bangalore Shadi Biriyani,Yes,No,3.5,57,150,Quick Bites,Vasanth Nagar,Dine-out
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,2200,Cafe,Ulsoor,Dine-out
SLN Lunch Home,No,No,3.9,28,100,Quick Bites,City Market,Dine-out
Chels Cafe,Yes,No,3.5,20,500,Cafe,Cunningham Road,Dine-out
Jashn - Le Meridien,No,No,3.7,47,2000,Fine Dining,Sankey Road,Dine-out
Punjabi Dhaba,No,No,3.6,79,350,Dhaba,Majestic,Dine-out
Food Court,No,No,3.3,4,300,Quick Bites,Majestic,Dine-out
Fish Factory-Citrus Hotel,No,Yes,3.9,39,2600,Fine Dining,Cunningham Road,Dine-out
Sanman Veg,No,No,3.5,13,250,Quick Bites,Cunningham Road,Dine-out
Pai Vihar,No,No,3.3,42,400,Quick Bites,City Market,Dine-out
Atte Maneya Oota,No,No,0,0,400,Quick Bites,Majestic,Dine-out
California Burrito,No,No,4,54,400,Quick Bites,Cunningham Road,Dine-out
RR Real Taste Of Bengaluru,No,No,0,0,200,Quick Bites,Majestic,Dine-out
RR Taste Of Bangalore,No,No,0,0,200,Quick Bites,Majestic,Dine-out
24 Carats - The Capitol,No,No,3.1,46,1000,Casual Dining,Cunningham Road,Dine-out
Silver Spoon,No,No,3.3,4,800,"Casual Dining, Bar",Majestic,Dine-out
BanBay,No,No,4,44,1100,Cafe,Vasanth Nagar,Dine-out
Curry Pot,No,No,3.4,11,650,Casual Dining,Majestic,Dine-out
Cafe Cerrise,No,No,3.8,99,600,Cafe,Ulsoor,Dine-out
Sangam Sweets,Yes,No,4,122,200,Quick Bites,Majestic,Dine-out
Blue Heaven Bar And Restaurant,No,No,3.2,6,750,Bar,Majestic,Dine-out
The Lobby Lounge - Shangri-La Hotel,No,No,3.8,56,2000,Cafe,Vasanth Nagar,Dine-out
Shivaji Maratha Hotel,No,No,3.4,10,400,Quick Bites,Majestic,Dine-out
Arya Bhavan Sweets,Yes,No,3.2,9,300,"Sweet Shop, Quick Bites",Vasanth Nagar,Dine-out
BISO - Citrus Hotels,No,Yes,3.9,158,1100,Casual Dining,Cunningham Road,Dine-out
Samrudh Veg,No,No,3.5,12,200,Quick Bites,Cunningham Road,Dine-out
Dakshin,Yes,No,3.5,47,450,Casual Dining,Wilson Garden,Dine-out
New Udupi Anand Bhavan,No,No,3.4,5,150,Quick Bites,Basavanagudi,Dine-out
Sports Bar - Le Meridien,No,No,3.7,33,2500,Lounge,Sankey Road,Dine-out
Savi Sagar,Yes,No,3.4,10,400,Quick Bites,Majestic,Dine-out
Donne Biriyani Mane,No,No,3.2,6,300,Quick Bites,Majestic,Dine-out
The Taj Hotel,No,No,3.5,12,350,Quick Bites,City Market,Dine-out
Calcutta Chats,No,No,3.6,14,400,Quick Bites,Vasanth Nagar,Dine-out
SLV Delite,No,No,3,21,500,Casual Dining,Majestic,Dine-out
Pavilion,No,No,3.2,12,700,"Casual Dining, Bar",Majestic,Dine-out
Sri Raghavendra Prasanna Coffee Club,No,No,3.6,9,100,Quick Bites,City Market,Dine-out
Pepper's - The Palladium,No,Yes,3.7,41,700,Casual Dining,Majestic,Dine-out
Fishland 15,No,No,3.9,56,600,Casual Dining,Majestic,Dine-out
Talk To The Hand,No,No,3.3,4,900,Bar,Majestic,Dine-out
Mummy Dhaba,Yes,No,3.4,48,300,Quick Bites,Ulsoor,Dine-out
New Mathura Grand,No,No,3.2,4,300,Quick Bites,Majestic,Dine-out
Chaithanya Andhra Style Family Restaurant,No,No,3.2,4,600,Casual Dining,Cunningham Road,Dine-out
La Boulangerie - Le Meridien,No,No,3.7,18,2000,Fine Dining,Sankey Road,Dine-out
Jai Bhawani,No,No,3.6,21,600,Casual Dining,Majestic,Dine-out
Roll Junction,Yes,No,2.9,56,150,Quick Bites,Cunningham Road,Dine-out
Donne Biryani Hatti,Yes,No,3.6,28,300,Quick Bites,Vasanth Nagar,Dine-out
Lazeez Xpress,Yes,No,3.4,12,650,Quick Bites,Vasanth Nagar,Dine-out
Nostradamus Bar & Lounge,No,No,3.6,14,1500,Bar,Cunningham Road,Dine-out
Chicken Corner,No,No,3.2,6,450,Casual Dining,Majestic,Dine-out
Imperial Room,No,No,3.2,4,1000,"Casual Dining, Bar",Majestic,Dine-out
Vijay Vihar,No,No,3.7,20,700,Casual Dining,Majestic,Dine-out
Little Paramount Restaurants,No,No,3.6,32,400,Quick Bites,Vasanth Nagar,Dine-out
Container Coffee,Yes,No,3.3,6,200,Quick Bites,Ulsoor,Dine-out
Halli Mane,Yes,No,3.2,5,300,Quick Bites,Majestic,Dine-out
Akshaya Sambrama Veg Restaurant,No,No,3.2,13,200,Quick Bites,Vasanth Nagar,Dine-out
Five Star Chicken,Yes,No,3.3,36,300,Quick Bites,Vasanth Nagar,Dine-out
Lemon Rice,No,No,3.4,12,100,Quick Bites,Ulsoor,Dine-out
Coastal Creek,No,No,3.3,13,600,Casual Dining,Vasanth Nagar,Dine-out
Silver Star,No,No,3.4,9,500,Casual Dining,Majestic,Dine-out
New Shanthi Sagar,No,No,3.1,11,350,Casual Dining,Majestic,Dine-out
Talk Ease,No,No,3.1,10,200,Cafe,City Market,Dine-out
Halli Mane Food Court,No,No,3.5,11,100,Quick Bites,Frazer Town,Dine-out
Karavali Lunch Home,No,No,3.5,10,400,Quick Bites,Majestic,Dine-out
Srinidhi Real Food,No,No,3.6,27,200,Quick Bites,Vasanth Nagar,Dine-out
Kerala Foods,Yes,No,3.5,12,250,Quick Bites,Vasanth Nagar,Dine-out
