name,online_order,book_table,rating,votes,approx_cost,rest_type,location,type
Malabar Kitchen,Yes,No,3.2,5,300,Quick Bites,Commercial Street,Delivery
Vasudev Adiga's,No,No,3,53,250,Quick Bites,Church Street,Delivery
Skyline Family Restaurant,Yes,No,3.4,33,550,Casual Dining,Shanti Nagar,Delivery
Casa Express,No,No,2.6,26,400,Quick Bites,Residency Road,Delivery
Pappu Chaiwalla,No,No,3.3,33,300,Quick Bites,St. Marks Road,Delivery
Shiv Sagar,No,No,0,0,250,Food Court,Brigade Road,Delivery
Siddique Kabab Centre,No,No,3.9,435,550,Casual Dining,Frazer Town,Delivery
Akshaya Sambrama Veg Restaurant,No,No,3.2,13,200,Quick Bites,Vasanth Nagar,Delivery
Nawab's Kolkatta Roll,No,No,3.4,5,150,Kiosk,Brigade Road,Delivery
Kamat Restaurant,Yes,No,3.6,31,400,Casual Dining,City Market,Delivery
Royal Restaurant,No,No,3.2,7,200,Quick Bites,Shivajinagar,Delivery
Shree Sadguru Refreshment,No,No,3.2,4,400,Quick Bites,Ulsoor,Delivery
Shan Restaurant,Yes,No,3,20,400,Quick Bites,Brigade Road,Delivery
Tasty King,No,No,3.4,8,400,Quick Bites,RT Nagar,Delivery
Ice & Spice,Yes,No,3,96,650,"Takeaway, Delivery",Frazer Town,Delivery
Hotel Nisarga Grand,No,No,3.6,33,500,Casual Dining,City Market,Delivery
Kerala Kitchen,No,No,3.1,32,200,Quick Bites,Brigade Road,Delivery
Hatti Punjab Di,Yes,No,2.8,20,550,Casual Dining,Brigade Road,Delivery
The French Loaf,Yes,No,2.9,48,400,"Bakery, Quick Bites",Ulsoor,Delivery
Cinnamon,No,No,3.7,28,1000,Casual Dining,Seshadripuram,Delivery
Cool Corner Arun Ice Cream,No,No,3.5,8,200,Dessert Parlor,Frazer Town,Delivery
Home Treat,No,No,3.1,7,150,Quick Bites,Brigade Road,Delivery
Deccan Spices,No,No,3.7,24,500,Quick Bites,Richmond Road,Delivery
Ooty Chocolates,Yes,No,3.5,17,300,Dessert Parlor,Residency Road,Delivery
Sri Rama,No,No,3.2,4,200,Quick Bites,Shivajinagar,Delivery
Pooja Veg,No,No,3.1,9,100,Quick Bites,Frazer Town,Delivery
The Fiery Indian Kitchen,Yes,No,3.4,7,700,Casual Dining,Majestic,Delivery
Eatato Snack Bar,No,No,3.3,11,400,Quick Bites,Brigade Road,Delivery
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,1800,Casual Dining,Cunningham Road,Delivery
PinxRoyal Orchid Central,Yes,Yes,3.8,200,1600,Casual Dining,MG Road,Delivery
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,526,1400,"Bakery, Cafe",Lavelle Road,Desserts
GMT - Gelateria Montecatini Terme,Yes,No,4.4,69,300,Quick Bites,Lavelle Road,Desserts
Corner House Ice Cream,No,No,4.5,291,400,Dessert Parlor,Lavelle Road,Desserts
Amande Patisserie,Yes,No,4.2,231,300,"Bakery, Dessert Parlor",Lavelle Road,Desserts
ROYCE' Chocolate,No,No,3.5,19,1000,Confectionery,Lavelle Road,Desserts
Keventers,No,No,3.9,91,400,"Beverage Shop, Dessert Parlor",Lavelle Road,Desserts
Pop'z Kitchen,No,No,3.7,23,250,Bakery,Lavelle Road,Desserts
Chocolate D'Luxe,Yes,No,4.1,184,550,Dessert Parlor,Lavelle Road,Desserts
Batter Splatter,No,No,3.3,5,350,Bakery,Lavelle Road,Desserts
Dunkin' Donuts,Yes,No,4,1084,550,"Quick Bites, Dessert Parlor",Brigade Road,Desserts
Fabelle Chocolate Boutique - ITC Gardenia,No,No,4.5,236,1250,Dessert Parlor,Richmond Road,Desserts
Bhagatram Sweets,No,No,3.4,225,300,Quick Bites,Commercial Street,Desserts
Fabcafe,Yes,Yes,4.1,60,800,Cafe,MG Road,Desserts
99 Pancakes,Yes,No,4.1,45,300,Dessert Parlor,Church Street,Desserts
CafMor'ish,Yes,No,4.1,117,700,Cafe,Richmond Road,Desserts
IceBreakers,No,No,4.3,185,500,Dessert Parlor,Church Street,Desserts
The Flying Squirrel,No,No,4,27,450,Cafe,Brigade Road,Desserts
Nossa Goa,Yes,Yes,4.1,300,1000,Casual Dining,Richmond Road,Desserts
Happy Belly Bakes,Yes,No,4.1,118,500,"Cafe, Bakery",MG Road,Desserts
The Chocolate Heaven,Yes,No,0,0,600,"Dessert Parlor, Cafe",Commercial Street,Desserts
Koshy's,No,No,3.6,53,300,"Bakery, Quick Bites",Richmond Road,Desserts
Haji Ali Juice Centre,Yes,No,4.1,79,350,"Quick Bites, Beverage Shop",Commercial Street,Desserts
The Waffle Press,Yes,No,4.3,120,400,Dessert Parlor,St. Marks Road,Desserts
Sugar & Spice - Taj MG Road Bengaluru,No,No,4,79,800,Dessert Parlor,MG Road,Desserts
Anand Sweets and Savouries,No,No,4,185,400,Quick Bites,Commercial Street,Desserts
WAFL Caf,Yes,No,3.9,87,400,"Dessert Parlor, Quick Bites",Residency Road,Desserts
All Saints Bakery,No,No,3.6,23,200,Bakery,Brigade Road,Desserts
Munchies,Yes,No,3.9,65,250,"Quick Bites, Bakery",Brigade Road,Desserts
Mad Over Donuts,Yes,No,3.9,148,450,Food Court,Brigade Road,Desserts
Rawal Jalebi,Yes,No,3.5,9,100,Dessert Parlor,Commercial Street,Desserts
Frozen Bottle,Yes,No,3.7,19,400,Beverage Shop,Infantry Road,Desserts
Fatima Bakery,No,No,3.7,14,300,"Bakery, Quick Bites",Richmond Road,Desserts
Iyengars' Bakery,No,No,3.4,14,200,Bakery,Richmond Road,Desserts
Just Bake,Yes,No,3.5,33,400,"Bakery, Quick Bites",Shanti Nagar,Desserts
Bowring Kulfi,No,No,4,100,150,Dessert Parlor,Residency Road,Desserts
Yauatcha Ptisserie,Yes,No,3.9,58,600,Dessert Parlor,MG Road,Desserts
Santhanam Sweets & Savouries,No,No,3.9,36,150,Sweet Shop,Commercial Street,Desserts
Sreeraj Lassi Bar,Yes,No,3.9,61,150,Beverage Shop,Shanti Nagar,Desserts
ZOROY Luxury Chocolate,Yes,No,4,68,250,Dessert Parlor,Church Street,Desserts
Shilpa Veg,No,No,3.6,37,250,Quick Bites,Shivajinagar,Desserts
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,132,180,Dessert Parlor,Brigade Road,Desserts
Kanti Sweets,Yes,No,3.9,103,400,"Sweet Shop, Quick Bites",Brigade Road,Desserts
Sri Jayalakshmi Bakery,No,No,3.3,5,250,"Bakery, Quick Bites",Shanti Nagar,Desserts
Sweet Chariot,Yes,No,3.5,9,500,Bakery,Brigade Road,Desserts
Excelsior Bakery,No,No,3.6,15,100,Bakery,Shivajinagar,Desserts
Cookie Man,Yes,No,3.4,36,150,Bakery,Brigade Road,Desserts
Drunken Monkey,Yes,No,4,122,500,"Beverage Shop, Quick Bites",Church Street,Desserts
Baskin Robbins,Yes,No,3.5,36,250,Dessert Parlor,Church Street,Desserts
Daily Bite,No,No,3.5,14,250,Quick Bites,Richmond Road,Desserts
Natural Ice Cream,No,No,4.2,222,200,Dessert Parlor,St. Marks Road,Desserts
Krispy Kreme,Yes,No,4,47,300,Dessert Parlor,Richmond Road,Desserts
Ooty Chocolates,Yes,No,3.5,17,300,Dessert Parlor,Residency Road,Desserts
Surya Bakery,No,No,3.5,22,200,Bakery,Shanti Nagar,Desserts
Take A Break,No,No,3.4,7,600,Casual Dining,Shanti Nagar,Desserts
Croons,No,No,3.8,26,350,Dessert Parlor,Brigade Road,Desserts
MiniMelts,No,No,3.9,66,200,Dessert Parlor,Brigade Road,Desserts
Gelato Italiano,Yes,No,3,40,200,Dessert Parlor,Brigade Road,Desserts
Lassi Shop,Yes,No,3.7,17,200,Beverage Shop,Brigade Road,Desserts
Aubree,Yes,No,3.2,6,400,"Cafe, Bakery",Shivajinagar,Desserts
Up Bhavan,No,No,3.4,6,150,Sweet Shop,Commercial Street,Desserts
Ice N Spice,No,No,3.7,17,200,Dessert Parlor,MG Road,Desserts
Snow Gola,No,No,3.7,17,150,Dessert Parlor,Brigade Road,Desserts
Mishra Pedha,No,No,3.3,4,300,Sweet Shop,Richmond Road,Desserts
Me And My Cake,No,No,3.3,4,500,Takeaway,Shanti Nagar,Desserts
The Sugar Therapy,No,No,3.8,26,500,"Dessert Parlor, Bakery",Richmond Road,Desserts
Delhi Bhavan,No,No,3.3,11,150,Quick Bites,Commercial Street,Desserts
S R & Sons Bakery,No,No,3.5,10,100,Dessert Parlor,Commercial Street,Desserts
Deli Counter - Gateway Hotel,No,No,3.5,6,500,Dessert Parlor,Residency Road,Desserts
Brea,No,No,3.2,7,300,"Bakery, Quick Bites",Commercial Street,Desserts
Le Chri,No,No,3.8,33,350,Delivery,Shanti Nagar,Desserts
Bhaiyaji Food Court,No,No,3.4,27,300,Quick Bites,MG Road,Desserts
Arya Bhavan Sweets,No,No,3.2,6,300,Sweet Shop,MG Road,Desserts
Sweet Truth,Yes,No,4,49,500,Delivery,Residency Road,Desserts
The Belgian Waffle Co.,Yes,No,3.7,75,350,Dessert Parlor,Residency Road,Desserts
Ganache - The Ritz-Carlton,No,No,3.9,50,600,Dessert Parlor,Residency Road,Desserts
Berrylicious Cafe,Yes,No,4.1,129,900,"Casual Dining, Cafe",MG Road,Desserts
Tea and Wine Lounge,No,No,3.6,12,800,Cafe,Race Course Road,Desserts
Third Wave Coffee Roasters @ The Bohemian House,No,No,0,0,800,Cafe,Richmond Road,Desserts
The Culinarium,No,No,4,31,1100,"Cafe, Dessert Parlor",Vasanth Nagar,Desserts
Dolci Desserts,Yes,No,4.3,657,750,"Cafe, Dessert Parlor",Cunningham Road,Desserts
Banaras Sweet House,No,No,3.7,24,100,"Sweet Shop, Quick Bites",Majestic,Desserts
Bangalore Masala House,Yes,No,4.1,257,500,Cafe,Vasanth Nagar,Desserts
L'inoui,Yes,No,4.1,33,400,Dessert Parlor,Cunningham Road,Desserts
Sangam Sweets,Yes,No,4,122,200,Quick Bites,Majestic,Desserts
Mantap Ice Cream,No,No,3.5,7,200,Dessert Parlor,Majestic,Desserts
Sri Rama Vilas Sweets,No,No,3.8,31,150,Sweet Shop,Majestic,Desserts
The Lobby Brew - Conrad Bengaluru,No,Yes,3.8,25,2200,Cafe,Ulsoor,Desserts
Brownie Heaven,Yes,No,4.2,34,300,Dessert Parlor,Cunningham Road,Desserts
Jodhpur Sweets,No,No,3.7,15,250,Sweet Shop,Majestic,Desserts
The French Loaf,Yes,No,2.9,48,400,"Bakery, Quick Bites",Ulsoor,Desserts
Shilpa Gulati's Desserts,No,No,3.6,16,600,Bakery,Cunningham Road,Desserts
The Bakery World,No,No,3.2,5,250,Bakery,Frazer Town,Desserts
Cake of the Day,No,No,3.5,19,150,"Bakery, Dessert Parlor",Majestic,Desserts
Spice Terrace - JW Marriott,No,Yes,4.3,766,3000,"Fine Dining, Microbrewery",Lavelle Road,Dine-out
Matsuri - The Chancery Hotel,No,Yes,4.4,184,1800,"Casual Dining, Bar",Lavelle Road,Dine-out
Sunny's,No,Yes,4.1,1339,2100,"Casual Dining, Bar",Lavelle Road,Dine-out
The Biere Club,Yes,Yes,4.3,3492,1700,"Pub, Microbrewery",Lavelle Road,Dine-out
Rasovara,Yes,Yes,4.3,772,1400,Casual Dining,Lavelle Road,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,131,1000,"Casual Dining, Bar",Lavelle Road,Dine-out
The Spice Bazaar,No,Yes,4.2,337,1000,"Casual Dining, Bar",Lavelle Road,Dine-out
BBQ'D - Global Grill & Brewery,No,No,4.3,461,1500,"Casual Dining, Microbrewery",Lavelle Road,Dine-out
Cafe Noir,No,Yes,4.2,2079,1500,Casual Dining,Lavelle Road,Dine-out
The Rice Bowl,Yes,Yes,4.3,509,1300,"Casual Dining, Bar",Lavelle Road,Dine-out
Bootlegger,No,No,4.1,1545,1200,Pub,Lavelle Road,Dine-out
Cafe Mangii,Yes,Yes,4.3,1052,1600,Casual Dining,Lavelle Road,Dine-out
EatWater,Yes,No,4.2,121,1000,"Casual Dining, Bar",Lavelle Road,Dine-out
Cafe Coffee Day The Square,No,No,4.1,388,1100,Cafe,Lavelle Road,Dine-out
Konark Vegetarian Restaurant,No,No,3.9,156,600,Casual Dining,Lavelle Road,Dine-out
The Blackboard Bakery,No,Yes,3.7,93,1000,"Cafe, Bakery",Lavelle Road,Dine-out
Fresh Pressery Cafe,No,No,4.1,104,1200,"Cafe, Quick Bites",Lavelle Road,Dine-out
Atomic Lab,No,No,3.5,56,1800,"Casual Dining, Bar",Lavelle Road,Dine-out
Soul City,No,No,3.8,216,2000,Casual Dining,Lavelle Road,Dine-out
Ozaa,No,No,3.8,34,1700,Casual Dining,Lavelle Road,Dine-out
Mathsya Darshini,No,No,3.2,57,350,Quick Bites,Lavelle Road,Dine-out
Subway,Yes,No,3.9,107,500,Quick Bites,Lavelle Road,Dine-out
Lazzet Lee,Yes,No,0,0,600,Quick Bites,Lavelle Road,Dine-out
Chutney Chang,Yes,Yes,4.2,4748,1500,Casual Dining,Church Street,Dine-out
Hyderabad Biryaani House,No,No,4.2,1363,700,Casual Dining,Richmond Road,Dine-out
Rim Naam - The Oberoi,No,No,4.6,986,3000,Fine Dining,MG Road,Dine-out
Karavalli - The Gateway Hotel,No,Yes,4.5,681,3500,Fine Dining,Residency Road,Dine-out
Toast & Tonic,No,Yes,4.6,1091,1500,Casual Dining,Richmond Road,Dine-out
Samarkand,No,Yes,4.1,2049,1600,Casual Dining,Infantry Road,Dine-out
Carnatic,No,Yes,4.2,187,1000,Casual Dining,Church Street,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1452,1500,"Pub, Casual Dining",MG Road,Dine-out
Portland Steakhouse & Cafe,Yes,Yes,4.3,2047,1500,Casual Dining,MG Road,Dine-out
Tandoor,Yes,Yes,3.9,1370,2100,Fine Dining,MG Road,Dine-out
The Only Place,Yes,Yes,4.2,2930,1000,Casual Dining,Church Street,Dine-out
Harima,No,Yes,4.3,671,2000,Casual Dining,Residency Road,Dine-out
Hae Kum Gang,No,Yes,4.5,1204,1100,Casual Dining,Brigade Road,Dine-out
Dindigul Thalappakatti,Yes,No,0,0,800,Casual Dining,MG Road,Dine-out
Mahesh Lunch Home,Yes,Yes,4.1,864,1400,Casual Dining,Residency Road,Dine-out
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,688,2500,Fine Dining,Richmond Road,Dine-out
Sakae Japanese Restaurant,No,Yes,4.3,531,1400,Casual Dining,Shanti Nagar,Dine-out
KC Das,Yes,No,3.9,376,200,"Sweet Shop, Quick Bites",MG Road,Dine-out
Green Onion,No,No,4.3,1189,550,Casual Dining,Residency Road,Dine-out
Empire Restaurant,Yes,No,4.4,2131,750,Casual Dining,Brigade Road,Dine-out
BBQ@52,No,Yes,3.8,51,1500,Casual Dining,MG Road,Dine-out
Bang - The Ritz-Carlton,No,Yes,4.2,477,3000,Lounge,Residency Road,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,2500,"Casual Dining, Cafe",MG Road,Dine-out
The Open Box,Yes,Yes,4.2,2286,1400,"Casual Dining, Bar",St. Marks Road,Dine-out
Russh Gastropub,No,No,4.2,1330,1100,Pub,Church Street,Dine-out
Blue Ginger - The Taj West End,No,Yes,4.4,516,3200,Fine Dining,Race Course Road,Dine-out
Smally's Resto Cafe,Yes,No,4.2,3569,650,Cafe,Church Street,Dine-out
BLOW,Yes,Yes,4.3,968,750,Cafe,Church Street,Dine-out
The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,850,Casual Dining,St. Marks Road,Dine-out
ASEAN - On The Edge,Yes,Yes,4.5,871,1800,Casual Dining,MG Road,Dine-out
RS Shiv Sagar,No,No,4.1,538,500,Casual Dining,Commercial Street,Dine-out
Mynt - The Taj West End,No,Yes,4.1,342,2500,Fine Dining,Race Course Road,Dine-out
20 Feet High,Yes,Yes,4,938,1000,"Casual Dining, Bar",Church Street,Dine-out
Kitchen On Table,Yes,No,4,55,1500,Casual Dining,Brigade Road,Dine-out
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.4,127,1200,Casual Dining,Richmond Road,Dine-out
The Market - The Ritz-Carlton,No,Yes,4.3,620,3400,Fine Dining,Residency Road,Dine-out
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4,53,2000,Fine Dining,Richmond Road,Dine-out
Amber Rush Restobar,No,Yes,4.1,101,1000,Pub,Residency Road,Dine-out
Anupam's Coast II Coast,Yes,Yes,4.2,856,1400,Casual Dining,Church Street,Dine-out
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,361,3500,Fine Dining,Richmond Road,Dine-out
Cobaja,Yes,Yes,4.3,74,700,Casual Dining,Brigade Road,Dine-out
Plan B,No,No,4.2,2028,1200,"Casual Dining, Pub",Shanti Nagar,Dine-out
Japan Travel Cafe Azuki,No,No,4.3,72,400,Cafe,Residency Road,Dine-out
Coconut Grove,No,Yes,3.9,684,1200,"Casual Dining, Bar",Church Street,Dine-out
Smaaash,No,Yes,4.2,546,1500,"Casual Dining, Pub",MG Road,Dine-out
Season - Adarsh Hamilton,No,Yes,4.3,330,1200,Casual Dining,Richmond Road,Dine-out
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,237,4000,Fine Dining,Richmond Road,Dine-out
Hamza,No,No,3.9,168,500,Casual Dining,Shivajinagar,Dine-out
Roomali,No,Yes,4,178,1300,Casual Dining,Church Street,Dine-out
CafMor'ish,Yes,No,4.1,117,700,Cafe,Richmond Road,Dine-out
Riwaz - The Ritz-Carlton,No,Yes,4.1,275,4000,"Fine Dining, Bar",Residency Road,Dine-out
Masala Klub - The Taj West End,No,Yes,4.4,309,4000,Fine Dining,Race Course Road,Dine-out
Kudla - Hotel Ramanashree,Yes,Yes,4.2,354,1200,Casual Dining,Richmond Road,Dine-out
Panchavati Gaurav Thali,No,Yes,4,930,800,Casual Dining,Brigade Road,Dine-out
Oye Amritsar,Yes,Yes,4.1,456,600,Casual Dining,Church Street,Dine-out
Pecos Classic,No,Yes,4.1,557,1100,"Pub, Casual Dining",Brigade Road,Dine-out
My Space - WelcomeHotel Bengaluru,No,No,3.9,23,2000,Bar,Richmond Road,Dine-out
Guzzlers Inn,No,No,3.9,951,1100,Pub,Brigade Road,Dine-out
Chin Lung Resto Bar,No,No,4,434,1000,Bar,Residency Road,Dine-out
Puran da Dhaba - The Pride Hotel,Yes,No,4,166,1700,"Casual Dining, Bar",Richmond Road,Dine-out
Le Rock,Yes,No,4.1,1214,2000,Bar,Brigade Road,Dine-out
Red Onion,Yes,Yes,4.3,569,1200,Casual Dining,Shanti Nagar,Dine-out
Qissa Khawani,Yes,No,4.3,327,800,Casual Dining,Church Street,Dine-out
Ging - Royal Orchid Central,Yes,Yes,4.4,232,2000,"Bar, Casual Dining",MG Road,Dine-out
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,454,3000,Fine Dining,MG Road,Dine-out
Fuel Resto Bar,No,No,4.2,38,2000,Bar,Richmond Road,Dine-out
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,2000,Fine Dining,Residency Road,Dine-out
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.3,430,3500,"Fine Dining, Bar",Residency Road,Dine-out
Foodhall,Yes,No,4,114,1000,Casual Dining,MG Road,Dine-out
Tiger Trail - Ramada Hotel,Yes,Yes,4,190,1300,"Casual Dining, Bar",Shivajinagar,Dine-out
Chung Wah,Yes,No,4,362,1000,Casual Dining,Residency Road,Dine-out
Peace Restaurant,Yes,No,2.8,110,500,Casual Dining,Shanti Nagar,Dine-out
Utse Kitchen,Yes,No,4.2,175,800,Casual Dining,Commercial Street,Dine-out
Ice - Taj MG Road Bengaluru,No,Yes,4.1,611,2800,Club,MG Road,Dine-out
Peppa Zzing,Yes,No,4.3,1135,800,Cafe,Infantry Road,Dine-out
Kabab Korner,Yes,No,3.9,206,500,Casual Dining,St. Marks Road,Dine-out
The Flying Squirrel,No,No,4,27,450,Cafe,Brigade Road,Dine-out
i-Bar - The Park Bangalore,No,No,3.8,621,3000,Lounge,MG Road,Dine-out
The Courtyard,No,Yes,3.9,300,750,Cafe,Shanti Nagar,Dine-out
Imperial Restaurant,Yes,No,3.9,366,800,Casual Dining,Residency Road,Dine-out
Dakshin Restaurant,Yes,No,3.6,17,800,Casual Dining,Brigade Road,Dine-out
Cafe Imroze,Yes,No,3.6,96,650,"Cafe, Casual Dining",Infantry Road,Dine-out
Fort Kochi,No,Yes,4.1,338,1800,"Casual Dining, Bar",MG Road,Dine-out
Ayda Persian Kitchen,Yes,No,3.9,227,950,Casual Dining,Church Street,Dine-out
Shaken & Stirred,Yes,No,3.9,86,1500,"Bar, Casual Dining",Race Course Road,Dine-out
Lotus Pavilion - ITC Gardenia,No,Yes,4.2,178,3000,Fine Dining,Richmond Road,Dine-out
The Egg Factory,Yes,No,4.2,1770,750,Casual Dining,St. Marks Road,Dine-out
Pizza Hut,Yes,No,3.9,388,750,Casual Dining,Brigade Road,Dine-out
Fusion Lounge,No,No,2,397,1500,Lounge,Brigade Road,Dine-out
Nossa Goa,Yes,Yes,4.1,300,1000,Casual Dining,Richmond Road,Dine-out
Chugg,No,Yes,3.9,747,1500,Pub,Church Street,Dine-out
The Good Grain,Yes,No,4.1,54,550,Casual Dining,Residency Road,Dine-out
Happy Belly Bakes,Yes,No,4.1,118,500,"Cafe, Bakery",MG Road,Dine-out
New Hilal Restaurant,Yes,No,4,111,700,Casual Dining,Shivajinagar,Dine-out
Trick Or Treat,No,No,4.2,620,500,Cafe,Brigade Road,Dine-out
Scottish Pub,No,No,3.9,190,600,Bar,St. Marks Road,Dine-out
Palmgrove,No,No,4,227,700,Casual Dining,Residency Road,Dine-out
OCEA HOTEL,Yes,No,3.7,280,800,Casual Dining,Brigade Road,Dine-out
The Biryani Paradise,No,No,3.8,32,350,Quick Bites,Richmond Road,Dine-out
Taj Hotel,Yes,No,3.7,110,700,Casual Dining,Shivajinagar,Dine-out
Maravanthe,Yes,No,3.5,12,650,Casual Dining,Brigade Road,Dine-out
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,1200,Casual Dining,Richmond Road,Dine-out
WYT RestroPub,No,No,2.7,406,1000,Pub,MG Road,Dine-out
MTR 1924,No,No,4.2,700,300,Quick Bites,St. Marks Road,Dine-out
Thai House,Yes,No,4.3,129,700,Casual Dining,Brigade Road,Dine-out
Kaulige Millet Corner,Yes,No,4,32,300,Quick Bites,Brigade Road,Dine-out
Desi Inn,Yes,No,3.5,13,300,Quick Bites,Shanti Nagar,Dine-out
The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,1300,Casual Dining,Infantry Road,Dine-out
Revoli Hotel,No,No,3.2,22,450,Casual Dining,Shanti Nagar,Dine-out
PinxRoyal Orchid Central,Yes,Yes,3.8,200,1600,Casual Dining,MG Road,Dine-out
CafMH-28,Yes,No,3.4,9,300,Cafe,Shivajinagar,Dine-out
One Atria Cafe,No,Yes,3.8,110,1600,Casual Dining,Race Course Road,Dine-out
Monsoon - The Park Bangalore,No,Yes,4.1,274,3000,Fine Dining,MG Road,Dine-out
Alampur Bar And Restaurant,Yes,No,3.7,43,900,Casual Dining,Race Course Road,Dine-out
Al Noor,No,No,3.8,22,350,Quick Bites,Shivajinagar,Dine-out
Kamat Hotel,No,No,3.6,62,450,Casual Dining,Shivajinagar,Dine-out
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,1000,Casual Dining,Richmond Road,Dine-out
Woody's,No,No,2.5,433,650,Casual Dining,Commercial Street,Dine-out
Little Chef,No,No,4,102,550,Casual Dining,Richmond Road,Dine-out
Fatso's,Yes,No,3.8,75,650,Cafe,Brigade Road,Dine-out
Tijouri,No,Yes,4,76,2800,Fine Dining,Race Course Road,Dine-out
Mint Masala,No,No,2.8,254,1000,Casual Dining,Infantry Road,Dine-out
Downtown,No,No,3.7,297,1000,Pub,Residency Road,Dine-out
The Lobby Lounge - The Ritz-Carlton,No,No,4.1,28,2000,Casual Dining,Residency Road,Dine-out
The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4,93,2000,Lounge,Residency Road,Dine-out
Sphyre - Gateway Hotel,No,No,3.6,45,1700,Lounge,Residency Road,Dine-out
The CafSaanchi,No,No,4,31,800,Cafe,Richmond Road,Dine-out
Skyline Family Restaurant,Yes,No,3.4,33,550,Casual Dining,Shanti Nagar,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,3.9,185,400,Casual Dining,Shanti Nagar,Dine-out
Polo Club - The Oberoi,No,No,4.1,116,3000,Fine Dining,MG Road,Dine-out
Yak's Kitchen,No,No,4,165,400,Quick Bites,Brigade Road,Dine-out
The Adukkala Restaurant,Yes,No,3.6,41,500,Casual Dining,Brigade Road,Dine-out
Tata Cha,Yes,No,3.8,68,500,"Beverage Shop, Cafe",Church Street,Dine-out
Saatvikk,No,No,2.8,132,650,Casual Dining,Brigade Road,Dine-out
Szechwan Court - The Oberoi,No,No,4.1,171,2500,Fine Dining,MG Road,Dine-out
Rahhams,Yes,No,2.6,310,700,Casual Dining,Shanti Nagar,Dine-out
Haldiram's Express,Yes,No,3.6,44,300,Kiosk,Brigade Road,Dine-out
Kabab Magic,Yes,No,3.9,75,500,Quick Bites,Richmond Road,Dine-out
Curry with a 'K' - St. Mark's Hotel,No,No,3.9,90,1400,Casual Dining,St. Marks Road,Dine-out
Shaadi Ki Biryani,Yes,No,2.8,302,500,Casual Dining,Commercial Street,Dine-out
Halli Oota,No,No,3.3,6,450,Casual Dining,St. Marks Road,Dine-out
Driven Cafe,Yes,No,3.4,122,600,Cafe,Residency Road,Dine-out
In Wok,Yes,No,3.6,118,500,Casual Dining,Richmond Road,Dine-out
Soul Cafe,No,Yes,3.9,316,800,Cafe,MG Road,Dine-out
Barista,No,No,3.7,35,300,Cafe,Shanti Nagar,Dine-out
Chaithanya Delicacy,No,No,3.7,53,600,Casual Dining,Richmond Road,Dine-out
Beijing Bites,Yes,No,3.8,265,850,Casual Dining,Richmond Road,Dine-out
China South,No,No,3.4,4,600,Casual Dining,Brigade Road,Dine-out
Pind Balluchi,Yes,Yes,4,1024,700,Casual Dining,Brigade Road,Dine-out
Northern Gate- Gateway Hotel,No,Yes,4,102,1900,Casual Dining,Residency Road,Dine-out
Cafe 22,No,No,3,11,700,Cafe,Church Street,Dine-out
Chai Ki Tapri,No,No,3.7,16,250,Cafe,MG Road,Dine-out
Desi Deck,Yes,Yes,3.9,96,1300,"Casual Dining, Bar",Brigade Road,Dine-out
The RoofTop,No,No,3.3,4,1000,Casual Dining,St. Marks Road,Dine-out
The Hub - Ibis Hotel,No,No,3.5,29,2200,Bar,Richmond Road,Dine-out
No 10 Fort Cochin,No,No,3.4,6,800,Casual Dining,Residency Road,Dine-out
Chai Point,Yes,No,4,134,250,"Beverage Shop, Quick Bites",Residency Road,Dine-out
The Jungle Terrace,Yes,No,3.5,13,600,Casual Dining,Brigade Road,Dine-out
MoXa Bistro,No,Yes,3.9,36,1500,Casual Dining,Brigade Road,Dine-out
Naidu Military Hotel,No,No,2.7,26,600,Casual Dining,Shanti Nagar,Dine-out
Tiffanys,No,No,2.9,31,1000,Casual Dining,Shanti Nagar,Dine-out
Aromas Of South,Yes,No,3.7,46,1000,Casual Dining,Race Course Road,Dine-out
70 Brigade - Iris Hotel,No,Yes,3.9,105,1000,Casual Dining,Brigade Road,Dine-out
Nithyothsav - Hotel Ramanashree,No,No,3,31,1000,Casual Dining,MG Road,Dine-out
Cafe Monarch Luxur,No,No,3.8,23,800,Casual Dining,Infantry Road,Dine-out
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,24,1900,"Bar, Casual Dining",Brigade Road,Dine-out
